,住址,物件說明,面積,房,衛,廳,物件類型,樓層,租金
695,台中市西屯區寶慶街,精銳FUN未來全新精品兩房平面車位,21.55坪,2,1,2,整層住家/電梯大廈,5樓/23樓,"45,000元"
696,台中市西屯區長安路二段,水湳經貿/文心中清捷運/社區型三房~3樓公寓,24坪,3,2,2,整層住家/公寓,3樓/5樓,"16,000元"
697,台中市西屯區青海路二段,近家樂福電梯美套房,8.43坪,1,1,,獨立套房/其他,8樓/14樓,"8,000元"
698,台中市西屯區市政北一路,交響曲三房附車位,42.96坪,3,2,2,整層住家/電梯大廈,13樓/28樓,"24,000元"
699,台中市西屯區臺灣大道四段,僑福大空間四房,60.84坪,4,2,2,住宅/電梯大廈,6樓~6樓/20樓,"24,000元"
700,台中市西屯區何厝街,何厝街角間黃金店面,43.72坪,-,,,店面/店面,1樓/5樓,"45,000元"
701,台中市西屯區華美西街二段,水湳全新裝潢三房公寓可寵,26.4坪,3,1,2,整層住家/公寓,4樓/5樓,"20,000元"
702,台中市西屯區四川路,桂冠歐洲優美寬敞店面,27.87坪,-,,,店面/店面,1樓/12樓,"17,000元"
703,台中市西屯區寧夏路,寧夏漢口商圈美3房,26.63坪,3,2,2,整層住家/公寓,3樓/5樓,"18,000元"
704,台中市西屯區臺灣大道三段,近市政府捷運上城兩房出租,31.21坪,2,1,2,整層住家/電梯大廈,6樓/22樓,"23,000元"
705,台中市西屯區朝富路,朝富路黃金店面,14坪,-,,,店面/店面,1樓/4樓,"30,000元"
706,台中市西屯區至善路,復新經典溫馨家庭大三房,35.57坪,3,2,2,整層住家/電梯大廈,9樓/14樓,"25,000元"
707,台中市西屯區河南路三段,市政１０１精緻裝潢雙車位,35.59坪,1,1,1,整層住家/電梯大廈,3樓/15樓,"32,000元"
708,台中市西屯區寧夏路,出租西屯寧夏路公寓,30坪,3,2,2,整層住家/公寓,3樓/5樓,"18,000元"
709,台中市西屯區福上巷,租逢甲河南路旁大套房附家具家電,7坪,1,1,,獨立套房/套房,2樓~2樓/5樓,"5,800元"
710,台中市西屯區永福路,中科和立堡新晴2房休旅車位全配馬上入住,28坪,2,1,2,整層住家/電梯大廈,3樓/7樓,"30,000元"
711,台中市西屯區市政北一路,七期總太觀心前棟美四房,91.7坪,4,2,2,住宅/電梯大廈,3樓~3樓/14樓,"45,000元"
712,台中市西屯區臺灣大道三段,秋紅谷中港一方高樓視野,117.81坪,3,3,2,住宅/電梯大廈,25樓~25樓/27樓,"70,000元"
713,台中市西屯區市政北五路,七期夏綠地*歌劇院*高樓層*3+1房*平面車位,40坪,3,2,2,整層住家/電梯大廈,17樓/25樓,"50,000元"
714,台中市西屯區西安街,დ珊珊დ逢甲大學西安街24小時管理獨立套房超大陽台,4.55坪,1,1,,獨立套房/華廈,2樓/8樓,"9,500元"
715,台中市西屯區市政北一路,七期天韻稀有前棟精裝戶,76.36坪,3,3,2,整層住家/電梯大廈,12樓/35樓,10萬
716,台中市西屯區福聯街,瑞聯套房,6.46坪,1,1,,其他/套房,頂樓加蓋~頂樓加蓋/-,"4,300元"
717,台中市西屯區逢甲路,逢甲便當套房,6坪,1,1,,獨立套房/公寓,4樓/5樓,"5,500元"
718,台中市西屯區經貿九路,出租逢甲僑光透天2樓,27.44坪,-,,,整層住家/透天厝,2樓/2樓,"13,000元"
719,台中市西屯區青海路二段,青海路惠來路華廈大空間,54.43坪,4,3,2,整層住家/華廈,2樓/7樓,"40,000元"
720,台中市西屯區上安路,中港層峰三房平車,65.2坪,3,2,2,整層住家/電梯大廈,3樓/25樓,"68,000元"
721,台中市西屯區長安路,三房+車位美廈,34.36坪,3,2,2,整層住家/華廈,3樓~3樓/10樓,"23,000元"
722,台中市西屯區國安一路,精誠公益-中科新杜拜高樓朝南附傢俱、電,36.5坪,2,1,2,整層住家/電梯大廈,18樓/24樓,"30,000元"
723,台中市西屯區河南路三段,七期華太怡然居自家烤肉大露臺四房平車~張景勝最謹慎,58.5坪,4,2,2,整層住家/電梯大廈,2樓/15樓,"82,000元"
724,台中市西屯區市政南一路,七期裝潢小套房～一卡皮箱直接入住～,6坪,-,,,獨立套房/電梯大廈,2樓/4樓,"11,900元"
725,台中市西屯區長安路二段,西屯水湳家具全三房尬雙平車位,54坪,3,2,2,整層住家/電梯大廈,10樓/11樓,"35,000元"
726,台中市西屯區福科路,工作室首選這間很美,27.26坪,-,,,住辦/辦公,3樓/4樓,"20,000元"
727,台中市西屯區臺灣大道三段,正臺灣大道面新光金店面,21.18坪,-,,,店面/店面,1樓/2樓,"48,000元"
728,台中市西屯區國安一路,中科朝東明亮採光美三房,42.1坪,2,2,2,住宅/電梯大廈,11樓~11樓/12樓,"20,000元"
729,台中市西屯區市政北一路,七期高檔裝潢附家具歡迎來電預約~,62坪,3,3,2,整層住家/電梯大廈,9樓/39樓,10.5萬
730,台中市西屯區國祥街,⭐阿慶【國安國宅】中科大三房⭐視野戶⭐天然瓦斯,41.81坪,3,2,2,整層住家/電梯大廈,11樓/12樓,"20,000元"
731,台中市西屯區四川路,西屯歐洲新象黃金樓店,301.65坪,-,,,店面/店面,B1~2樓/12樓,"83,000元"
732,台中市西屯區福吉街,親家福星道10C全新未住1房1廳附車位,11.49坪,1,1,1,整層住家/電梯大廈,10樓/15樓,"25,600元"
733,台中市西屯區國安一路,中科新杜拜高樓層2房,19.69坪,2,1,2,住宅/電梯大廈,24樓~24樓/24樓,"24,000元"
734,台中市西屯區臺灣大道三段,中港一方高樓視野裝潢戶,88.39坪,3,3,2,整層住家/電梯大廈,17樓/27樓,"75,000元"
735,台中市西屯區逢甲路,碧根陽光廣場Ａ５１店面,24.48坪,-,,,店面/店面,1樓/3樓,"15,000元"
736,台中市西屯區河南路三段,七期市政浪漫滿屋,27.58坪,1,1,1,整層住家/電梯大廈,4樓/15樓,"26,000元"
737,台中市西屯區重慶路,重慶商圈吃市透天店面,78.97坪,-,,,店面/店面,1樓~4樓/4樓,"42,000元"
738,台中市西屯區臺灣大道三段,七期歌劇院三越四房雙平車,148.35坪,4,4,2,住宅/電梯大廈,8樓~8樓/35樓,"90,000元"
739,台中市西屯區國安一路,西屯 新杜拜  中科 大二房 朝南 含車位,33.39坪,2,1,2,獨立套房/電梯大廈,7樓~24樓/24樓,"25,000元"
740,台中市西屯區臺灣大道三段,七期國雄領域高樓一層一戶雙電梯雙車位8500家電全,95.38坪,3,3,2,整層住家/電梯大廈,23樓/24樓,"85,000元"
741,台中市西屯區福星路,逢甲福星路可餐飲角店,8坪,-,,,店面/店面,頂樓加蓋~頂樓加蓋/-,"50,000元"
742,台中市西屯區中清路,獨立森林電梯店面雙車位,113.62坪,-,,,店面/店面,B1~4樓/4樓,"60,000元"
743,台中市西屯區市政北二路,七期名人巷/精品裝潢/視野戶,134.7坪,3,4,2,整層住家/電梯大廈,18樓/28樓,13.7萬
744,台中市西屯區福星路,逢甲商圈氣派店面,186.94坪,-,,,店面/透天厝,1樓~3樓/3樓,72萬
745,台中市西屯區成都路,西屯住宅區超顯眼金店面,87坪,-,,,店面/電梯大廈,1樓/1樓,"59,000元"
746,台中市西屯區西屯路二段,正西屯路上臨路逢甲大空間,32.42坪,2,4,4,整層住家/透天厝,3樓~4樓/4樓,"23,000元"
747,台中市西屯區櫻城五街,水湳逢甲。高第大廈,22.67坪,1,1,2,整層住家/華廈,4樓/8樓,"18,000元"
748,台中市西屯區上墩路,遇上福星三房雙平車遇上您,60.25坪,3,2,2,整層住家/電梯大廈,18樓/19樓,"39,000元"
749,台中市西屯區台灣大道二段,sogo轉角店面近永豐棧 ,40坪,-,,,店面/透天厝,B1~2樓/5樓,"45,000元"
750,台中市西屯區寧夏路,文華捷運站近百坪娛樂商辦大樓~專租店面張景勝最謹慎,95.68坪,-,,,商用/電梯大廈,11樓/12樓,"80,000元"
751,台中市西屯區青海路二段,租青海商圈個人工作室,15.52坪,-,,,其他/電梯大廈,B1~B1/7樓,"15,000元"
752,台中市西屯區福科路,西屯福科路大店面,49.75坪,-,,,店面/電梯大廈,1樓~2樓/15樓,"48,000元"
753,台中市西屯區文心路三段,冠德文心綻高樓層2房車位,42.29坪,2,2,2,住宅/電梯大廈,22樓~22樓/28樓,"38,000元"
754,台中市西屯區漢口路二段,正漢口路百坪商辦採光佳空間大好停車＠商辦,98.32坪,-,,,商用/電梯大廈,11樓/12樓,"65,000元"
755,台中市西屯區大容西街,文新經典優質住家,45坪,3,2,2,整層住家/電梯大廈,21樓/22樓,"24,000元"
756,台中市西屯區安和路,西屯大套房,8坪,1,1,1,整層住家/透天厝,1樓/3樓,"12,000元"
757,台中市西屯區台灣大道二段,台灣大道角間店面B1+1+2樓,40坪,-,,,店面/透天厝,B1~2樓/5樓,"45,000元"
758,台中市西屯區台灣大道三段,★七期國雄領域★高樓層視野家★有家具電器★雙車位,56.81坪,3,3,2,整層住家/電梯大廈,23樓/24樓,"85,000元"
759,台中市西屯區寧夏路,近百坪娛樂商辦大樓文華捷運站~專租店面張景勝最謹慎,95.68坪,-,,,商用/電梯大廈,11樓/12樓,"80,000元"
760,台中市西屯區寧夏路,漢口寧夏商辦大樓 ,116坪,-,,,商用/電梯大廈,3樓~12樓/12樓,"75,000元"
761,台中市西屯區西屯路二段,青海西屯漢口黃金店面(不可餐飲),23坪,-,,,店面/透天厝,1樓/4樓,"27,000元"
762,台中市西屯區逢甲路,逢甲便當街,5坪,1,1,,分租套房/公寓,4樓/5樓,"4,500元"
763,台中市西屯區西屯路二段,逢甲明亮套房出租~設備可談(通),6坪,1,1,,獨立套房/透天厝,3樓/6樓,"6,500元"
764,台中市西屯區西屯路二段,優質秒殺套房 近逢甲 新光遠百,6坪,1,1,,分租套房/透天厝,3樓~4樓/4樓,"6,000元"
765,台中市西屯區臺灣大道三段,鄉林皇居優質住宅,94坪,3,3,2,整層住家/電梯大廈,16樓/24樓,"66,600元"
766,台中市西屯區市政北二路,七期商辦地標NTC朝南角間高樓三面採光,79.89坪,1,1,,商用/電梯大廈,19樓~19樓/35樓,"96,000元"
767,台中市西屯區國安一路,西屯中科國宅三房大空間,42.96坪,3,2,2,整層住家/電梯大廈,10樓/12樓,"21,000元"
768,台中市西屯區青海南街,【老郭精選】寵物友善│逢甲全新裝潢│兩房含車位✨,22.34坪,2,1,2,整層住家/電梯大廈,7樓/14樓,"28,000元"
769,台中市西屯區福祥街,國泰桂冠別墅四房,60坪,4,2,2,整層住家/別墅,整棟/5樓,"38,000元"
770,台中市西屯區甘州街,甘州街美套房,7坪,1,1,,分租套房/透天厝,頂樓加蓋~頂樓加蓋/-,"8,500元"
771,台中市西屯區惠中一街,七期富室多寶三樓辦公室出租,155.94坪,2,,,住宅/電梯大廈,頂樓加蓋/-,13.8萬
772,台中市西屯區工業區一路,中港白宮大面寬樓店,34.58坪,-,,,店面/店面,1樓/13樓,"36,000元"
773,台中市西屯區逢明街,親子風高檔裝潢別墅,80.07坪,4,4,2,整層住家/透天厝,4樓/4樓,"58,000元"
774,台中市西屯區市政路,七期親家Ｔ３商辦附雙車位,85.2坪,-,,,住辦/辦公,9樓/29樓,"76,680元"
775,台中市西屯區逢甲路,逢甲碧根廣場熱鬧商圈低租金可租餐飲業,6.3坪,-,,,店面/透天厝,1樓/3樓,"15,000元"
776,台中市西屯區市政北三路,七期夏綠地公園視野美屋,116.3坪,3,3,2,整層住家/電梯大廈,16樓/23樓,"96,000元"
777,台中市西屯區大容東街,正五期近市府稀有高樓角間商辦,112.28坪,2,,,商用/電梯大廈,10樓~10樓/12樓,"88,500元"
778,台中市西屯區台灣大道３段,皇居高樓3＋1房裝潢平車,96.25坪,4,3,2,住宅/電梯大廈,11樓~11樓/26樓,"85,000元"
779,台中市西屯區青海南街,出租/12米青海南街/住二/163坪,163坪,-,,,土地/建地,-/-,16.5萬
780,台中市西屯區台灣大道三段,七期-百達富裔-高樓最美屋(含管)最便宜,103.77坪,4,4,2,整層住家/電梯大廈,30樓/35樓,"68,000元"
781,台中市西屯區福科路,國璽微風平面車位,8.06坪,-,,,其他/車位,-/4樓,"2,000元"
782,台中市西屯區經貿路,水湳經貿園區搶進錢潮~快來租~桂麗斯,274.17坪,-,,,土地/建地,-/-,22萬
783,台中市西屯區都會園路,遊園農地出租～大路邊！便宜農地出租！,588坪,-,,,土地/農地,-/-,"25,000元"
784,台中市西屯區青海路二段,逢甲高樓兩房平車視野戶,34.34坪,2,1,2,整層住家/電梯大廈,19樓/22樓,"35,000元"
785,台中市西屯區青海路二段,赫里翁三房皆有獨立衛浴雙平面車位,102坪,2,4,2,整層住家/電梯大廈,2樓/25樓,"60,000元"
786,台中市西屯區長安路二段,水湳市場~逢甲~三房附車位含管(通),45坪,3,2,2,整層住家/電梯大廈,7樓/12樓,"31,000元"
787,台中市西屯區福上巷,逢甲採光套房附網路第四台＋機車位＋家具家電＋飲水機,5坪,1,1,,獨立套房/套房,頂樓加蓋~頂樓加蓋/-,"4,800元"
788,台中市西屯區市政北五路,七期歌劇院旁理性與感性,58坪,3,2,2,住宅/電梯大廈,5樓~5樓/25樓,"50,000元"
789,台中市西屯區漢翔東路,創研逸品｜全新未住 精裝三房平車(含車含管),24.4坪,3,2,2,整層住家/電梯大廈,8樓/9樓,"48,000元"
790,台中市西屯區青海路一段,青海路近漢口路口熱鬧店面,61.72坪,-,,,店面/店面,頂樓加蓋/-,"65,000元"
791,台中市西屯區西屯路二段,黃金店面正西屯路10米面寬,30坪,-,,,店面/透天厝,B1~1樓/12樓,"55,000元"
792,台中市西屯區中新巷,逢甲商圈套房-配備全,4坪,1,1,1,分租套房/透天厝,整棟/1樓,"5,000元"
793,台中市西屯區臺灣大道三段,上城四房霸氣七期視野戶,68.41坪,4,2,2,整層住家/電梯大廈,7樓/22樓,"45,000元"
794,台中市西屯區漢口路二段,西屯區漢口路質感商辦,85.37坪,-,,,住辦/辦公,4樓/12樓,"60,000元"
795,台中市西屯區國安一路,中科二房附平面車位精裝戶,36.44坪,2,1,2,整層住家/電梯大廈,14樓/24樓,"27,000元"
796,台中市西屯區慶和街,可貓管理員陽台獨曬小資首選,10坪,-,,,獨立套房/公寓,2樓/5樓,"9,000元"
797,台中市西屯區工業區六路,工業區辦公室兼倉庫大坪數好運用,300坪,-,,,整層住家/透天厝,1樓/3樓,16萬
798,台中市西屯區西屯路二段,逢甲熱鬧商圈全新1-3樓大店面附車位,61坪,-,,,店面/電梯大廈,1樓~3樓/23樓,13萬
799,台中市西屯區市政北二路,NTC高樓邊間商辦出租,79.89坪,-,,,商用/辦公,19樓~19樓/19樓,"96,000元"
800,台中市西屯區國安二路,中科w時代高樓兩房平車,41坪,2,2,2,整層住家/電梯大廈,18樓/22樓,"33,000元"
801,台中市西屯區台灣大道三段,七期-百達富裔-高樓美視野-屋況特優-配備齊全,103坪,4,3,2,整層住家/電梯大廈,30樓/35樓,"68,000元"
802,台中市西屯區何厝街,台灣大道青海商圈一樓金店面,18.96坪,-,,,店面/透天厝,1樓/4樓,"26,000元"
803,台中市西屯區臺灣大道三段,面市政府上城高樓裝潢視野,74.21坪,4,2,2,整層住家/電梯大廈,11樓/22樓,"45,000元"
804,台中市西屯區文華路,租逢甲大學旁全套家電套房,5.82坪,1,1,,住宅/電梯大廈,3樓~3樓/5樓,"6,500元"
805,台中市西屯區市政北二路,七期NTC商辦出租,79.89坪,-,,,商用/辦公,19樓~19樓/35樓,"96,500元"
806,台中市西屯區市政北五路,理性與感性裝潢4房,58坪,4,2,2,整層住家/電梯大廈,頂樓加蓋/-,"50,000元"
807,台中市西屯區福吉街,❤️親家福星道12C全新未住高樓視野戶❤️,21.32坪,1,1,1,整層住家/電梯大廈,12樓/15樓,"27,800元"
808,台中市西屯區市政北七路,新光三越高樓層3房附平車,57.22坪,3,2,2,住宅/電梯大廈,13樓~13樓/21樓,"45,000元"
809,台中市西屯區惠中三街,青雲道高樓雙平車美裝潢戶,104.23坪,5,4,2,住宅/電梯大廈,16樓~16樓/23樓,"65,000元"
810,台中市西屯區文心路三段,★★正文心路超大商場★★,281.5坪,-,,,商用/電梯大廈,B1/10樓,16.6萬
811,台中市西屯區福科路,國聚之悅⭐中科2房精品小豪宅(多間可選),36坪,2,1,1,整層住家/電梯大廈,9樓/14樓,"30,000元"
812,台中市西屯區櫻花路,可看立彩耀長安美裝視野戶,46.99坪,2,2,2,整層住家/電梯大廈,12樓/12樓,"38,000元"
813,台中市西屯區市政路,國家一號院Ｄ棟高樓美裝潢,95.6坪,4,3,2,整層住家/電梯大廈,27樓/29樓,12萬
814,台中市西屯區市政北二路,(租)七期興富發BHW商辦,94.49坪,-,,,商用/辦公,頂樓加蓋~頂樓加蓋/-,11.5萬
815,台中市西屯區市政北七路,七期親家市政廣場全新裝潢商辦,71.86坪,-,,,商用/電梯大廈,11樓/28樓,"95,000元"
816,台中市西屯區逢明街,逢甲商圈大三房雙車位附傢電 對面公園走路到逢甲黎明,31.5坪,3,2,2,整層住家/電梯大廈,6樓/9樓,"40,000元"
817,台中市西屯區國安一路,新杜拜兩房車位~找我租最便宜,20坪,2,1,2,整層住家/電梯大廈,7樓/24樓,"24,500元"
818,台中市西屯區台灣大道旁正台灣大道旁建地招租適賣場餐廳,正台灣大道旁建地招租適賣場餐廳,515坪,-,,,土地/建地,-/-,59.2萬
819,台中市西屯區市政北一路,正七期特區三房平車中高樓層無限視野戶,62.47坪,3,2,2,整層住家/電梯大廈,12樓/14樓,"40,000元"
820,台中市西屯區文心路三段,冠德文心綻優質兩房,31.06坪,2,2,2,整層住家/電梯大廈,8樓/28樓,"40,000元"
821,台中市西屯區國安一路,新杜拜邊間二房,29.3坪,2,1,2,整層住家/電梯大廈,16樓/24樓,"22,000元"
822,台中市西屯區惠來路三段,惠宇建設公園旁三房,41.27坪,3,2,2,整層住家/電梯大廈,4樓/14樓,"36,000元"
823,台中市西屯區太原路一段,近精誠丨可住可辦自由規劃【房仲一號院】,32坪,3,1,2,整層住家/透天厝,2樓/4樓,"25,000元"
824,台中市西屯區青海南街,達麗大道－附傢俱家電讚啦,29.43坪,2,1,2,整層住家/電梯大廈,14樓/23樓,"30,000元"
825,台中市西屯區青海南街,達麗大道－附傢俱家電讚啦,29.43坪,2,1,2,整層住家/電梯大廈,14樓/23樓,"30,000元"
826,台中市西屯區福科路,瑞聯天地陽光綠蔭絕美大店面,49.74坪,-,,,店面/電梯大廈,1樓~2樓/2樓,"48,000元"
827,台中市西屯區市政南一路,文華匯高樓層兩房附車位,25.75坪,2,1,2,住宅/電梯大廈,12樓~12樓/12樓,"31,000元"
828,台中市西屯區福雅路,中科丨大型連鎖集散地丨１＋２樓美店鋪【房仲一號院】,25.94坪,-,,,店面/透天厝,1樓~2樓/4樓,"29,000元"
829,台中市西屯區市政路,七期國家一號院裝潢豪宅,97.58坪,3,3,2,住宅/電梯大廈,13樓~13樓/29樓,"98,000元"
830,台中市西屯區西屯路二段,正西屯路上臨逢甲大空間好利用住辦小冬瓜,50坪,-,,,住辦/公寓,3樓~4樓/4樓,"23,000元"
831,台中市西屯區市政北一路,親家雲硯精緻裝潢3房平車,76.81坪,3,2,2,住宅/電梯大廈,9樓~9樓/39樓,"80,000元"
832,台中市西屯區市政北二路,NTC高檔裝潢頂級商辦,170.51坪,-,,,商用/辦公,18樓~18樓/33樓,30萬
833,台中市西屯區中新巷,逢甲商圈套房,4.2坪,1,1,1,分租套房/透天厝,整棟/1樓,"5,000元"
834,台中市西屯區福中二街,西屯福康溫馨三房住家,47.84坪,3,2,2,整層住家/透天厝,3樓/4樓,"25,000元"
835,台中市西屯區惠中路一段,國泰層峰綠意悠活含三車位,161.35坪,4,5,2,整層住家/電梯大廈,6樓/32樓,16萬
836,台中市西屯區黎明路二段,七期南側黎明路透店,57.67坪,-,,,店面/店面,1樓~4樓/4樓,"48,000元"
837,台中市西屯區臺灣大道三段,百達富裔質感四房雙平車,146.04坪,4,4,2,整層住家/電梯大廈,14樓/35樓,12.2萬
838,台中市西屯區市政路,七期親家Ｔ３前棟視野商辦,85.34坪,-,,,住辦/辦公,3樓/29樓,"81,000元"
839,台中市西屯區市政路,七期由鉅三希SRC豪宅,125.29坪,4,3,3,住宅/電梯大廈,12樓~12樓/28樓,"97,000元"
840,台中市西屯區甘州街,甘州街美套房,15.58坪,1,2,1,分租套房/透天厝,頂樓加蓋~頂樓加蓋/-,"15,500元"
841,台中市西屯區漢成街,西屯~全新獨洗曬~套房出租~(通),6坪,1,,1,整層住家/透天厝,3樓/3樓,"12,000元"
842,台中市西屯區青海南街,近７４國道高樓兩房平車,28.64坪,2,1,1,整層住家/電梯大廈,14樓/14樓,"28,000元"
843,台中市西屯區朝富路,七期霸氣豪辦ＣＢＤ１,352.7坪,-,,,住辦/辦公,3樓/34樓,42.525萬
844,台中市西屯區河南路三段,七期恆詠精品裝潢,143.56坪,3,3,2,住宅/電梯大廈,4樓~4樓/29樓,14.8萬
845,台中市西屯區朝富路,@七期商辦CBD時代廣場角間大露台,162.61坪,-,,,住辦/辦公,3樓/34樓,15.3萬
846,台中市西屯區鑫港尾段,影音~台中國際會展中心旁雙面臨路美地!,200.1坪,-,,,土地/住宅用地,-/-,20萬
847,台中市西屯區市政北七路,聯聚中雍大廈七期核心頂級商辦,132.34坪,-,,,商用/電梯大廈,8樓/39樓,44萬
848,台中市西屯區文心路三段,冠德經貿美景帝王戶,59.56坪,3,2,2,整層住家/電梯大廈,28樓/28樓,"48,000元"
849,台中市西屯區臺灣大道三段,上城四房視野戶,44.47坪,4,2,2,整層住家/電梯大廈,7樓/21樓,"33,000元"
850,台中市西屯區西屯路二段,精銳FUN未來西屯角店金雞母店面讓你賺大錢,54.9坪,-,,,店面/電梯大廈,1樓~2樓/23樓,29萬
851,台中市西屯區福科路,國聚之悅綠景兩房,40.14坪,2,1,2,住宅/電梯大廈,3樓~3樓/15樓,"31,000元"
852,台中市西屯區文中路,黃金屋(租),129.48坪,-,,,店面/店面,1樓~5樓/5樓,32萬
853,台中市西屯區太原路一段,精誠商圈丨四通八達｜可住可辦好規劃【房仲一號院】,32坪,3,1,2,整層住家/透天厝,2樓/4樓,"25,000元"
854,台中市西屯區文中路,近捷運市政府站▲面寬店面,129.5坪,-,,,店面/店面,1樓/5樓,32萬
855,台中市西屯區朝富路,CBD大坪數企業總部商辦首選大戶,200坪,-,,,商用/辦公,3樓/34樓,40.5萬
856,台中市西屯區寧夏路,文華捷運站近百坪商辦娛樂大樓~專租店面張景勝最謹慎,95.68坪,-,,,店面/電梯大廈,11樓/12樓,"80,000元"
857,台中市西屯區國安一路,中科新貴特區兩房平車溫馨美宅,19.45坪,2,1,2,整層住家/電梯大廈,6樓/15樓,"25,000元"
858,台中市西屯區朝富路,@七期商辦CBD稀有大地坪數8車位,352.71坪,-,,,住辦/辦公,3樓/34樓,40萬
859,台中市西屯區臺灣大道二段,臺灣大道二段黃金店面,98.16坪,-,,,店面/店面,1樓/4樓,"80,000元"
860,台中市西屯區西屯路二段,惠來河畔ｘ西屯路順向角店,93.42坪,-,,,店面/店面,1樓/23樓,29萬
861,台中市西屯區中康街,★類一房一廳★陽台★獨洗★台水電★,12坪,-,,,獨立套房/透天厝,3樓/4樓,"11,000元"
862,台中市西屯區西屯路二段,西屯路二段百坪金店面,102坪,-,,,店面/電梯大廈,1樓~2樓/20樓,30萬
863,台中市西屯區朝富路,七期商辦CBD大戶最愛,352.71坪,-,,,商用/辦公,3樓~3樓/34樓,40.5萬
864,台中市西屯區台灣大道四段,<出租>台灣大道漂亮辦公室含車位8樓、10樓,62.47坪,-,,,商用/電梯大廈,8樓/11樓,"36,000元"
865,台中市西屯區福科路,國聚之悅⭐中科高樓 全新2房精品小豪宅(含管理費),39坪,2,2,2,整層住家/電梯大廈,9樓/14樓,"32,000元"
866,台中市西屯區市政北七路,七期聯聚*頂級企業總部*超高樓層*絕美景觀,135坪,-,,,商用/電梯大廈,34樓/39樓,75萬
867,台中市西屯區西屯路二段,精銳全新逢甲西屯路店面,77.53坪,-,,,店面/店面,1樓/23樓,13萬
868,台中市西屯區逢甲路,碧根陽光廣場１Ｆ,6.36坪,-,,,店面/店面,1樓/4樓,"11,000元"
869,台中市西屯區安林路,安林路圓形獨棟玻璃店面,105.21坪,-,,,店面/店面,1樓/3樓,"95,000元"
870,台中市西屯區弘孝路,☆逢甲商圈精銳全新店面☆,51.79坪,-,,,店面/店面,1樓/23樓,"95,000元"
871,台中市西屯區弘孝路,精銳FUN未來全新金店面,51.78坪,-,,,店面/店面,1樓~2樓/23樓,12萬
872,台中市西屯區文心路三段,冠德文心綻3房平車視野戶,59.56坪,3,2,2,住宅/電梯大廈,28樓~28樓/28樓,"50,000元"
873,台中市西屯區安和路,西屯｜安和路｜全新套房｜多間可選,7坪,9,9,,獨立套房/電梯大廈,2樓~3樓/3樓,"8,000元"
874,台中市西屯區西屯路三段,西屯路三段熱鬧金店面,17.51坪,-,,,店面/店面,1樓/5樓,"60,000元"
875,台中市西屯區西屯路二段,☆精銳☆逢甲西屯路店面,60.56坪,-,,,店面/店面,1樓/23樓,10萬
876,台中市西屯區逢甲路,碧根陽光廣場Ａ５０店面,12.98坪,-,,,店面/店面,1樓/3樓,"15,000元"
877,台中市西屯區弘孝路,精銳FUN未來全新金店面,54.98坪,-,,,店面/店面,1樓~2樓/23樓,13萬
878,台中市西屯區臺灣大道二段,市政香榭大坪數氣派店面,544.58坪,-,,,店面/店面,B1/14樓,38萬
879,台中市西屯區漢口路二段,漢口商圈百坪辦公室(租),147.47坪,-,,,商用/辦公,3樓~4樓/4樓,"99,000元"
880,台中市西屯區文心路三段,冠德文心綻3房平車,61.65坪,3,2,2,住宅/電梯大廈,6樓~6樓/28樓,"48,000元"
881,台中市西屯區文心路三段,捷運到站就到家，全新大兩房雙衛浴雙陽台,20.3坪,2,2,2,整層住家/電梯大廈,17樓/28樓,"35,000元"
882,台中市西屯區逢甲路,逢甲金鑽套房,5坪,1,1,,分租套房/華廈,5樓/6樓,"7,000元"
883,台中市西屯區文心路三段,世界之心18A18,17.71坪,2,1,2,獨立套房/電梯大廈,18樓/23樓,"27,000元"
884,台中市西屯區逢甲路,出租台中西屯_逢甲夜市-吃市店面   ,110坪,-,,,店面/電梯大廈,1樓/3樓,15.5萬
885,台中市西屯區河南路二段,捷運冠德共構宅/發大財透天店套!,115.5坪,1,4,4,整層住家/透天厝,2樓~6樓/6樓,"68,000元"
886,台中市西屯區國安一路,【國安國宅】三房︱禁菸禁寵 ,21坪,3,2,2,整層住家/電梯大廈,10樓/12樓,"18,000元"
887,台中市西屯區弘孝路,☆西屯路精銳全新店面☆,54.98坪,-,,,店面/店面,1樓/23樓,10萬
888,台中市西屯區國祥街,國安國宅大三房視野戶(含管理費)!!!,27.04坪,3,2,2,整層住家/電梯大廈,11樓/12樓,"21,000元"
889,台中市西屯區文中路,文中路角間金店面,129.49坪,-,,,店面/店面,1樓~5樓/5樓,32萬
890,台中市西屯區漢口路二段,VR!正漢口路百坪商辦採光好空間大好停車，租售並行,86.77坪,-,,,商用/電梯大廈,11樓/12樓,"65,000元"
891,台中市西屯區朝富路,七期CBD大露台商辦,162.61坪,-,,,商用/辦公,3樓~3樓/34樓,18.7萬
892,台中市西屯區河南路二段,租-水湳逢甲旁中港長鴻優質辦公室,44.49坪,-,,,商用/電梯大廈,3樓/13樓,"48,000元"
893,台中市西屯區惠來路一段,世界之匯店面1-3樓-近國家歌劇院-三面臨路-七期,97.42坪,-,,,店面/電梯大廈,1樓~3樓/32樓,14萬
894,台中市西屯區崇義街,近河南路逢甲商圈精緻套房,6坪,1,1,,獨立套房/套房,整棟/-,"4,900元"
895,台中市西屯區朝馬路,朝馬黃金透店,77.79坪,-,,,店面/店面,1樓/5樓,"79,800元"
