,住址,行政區,物件說明,面積,房,衛,廳,物件類型,物件位於幾樓,物件共幾樓,管理費用,租金
181,台中市南屯區東興路二段,南屯區,三改二大空間❤️兩間更衣室❤️可寵,25.0,2.0,1.0,2.0,整層住家,5,14,"1,525元/月",28000.0
182,台中市南屯區忠勇路,南屯區,電梯可貓百萬採光室內機車位可報稅,10.0,,,,車位,7,7,,13000.0
183,台中市南屯區保安十街,南屯區,近嶺東科大精科全新套房獨陽獨洗曬,10.0,1.0,1.0,0.0,獨立套房,2,5,無,11500.0
184,台中市南屯區東興西街9號,南屯區,南屯好市多商圈。兩房一廳,12.0,1.0,1.0,0.0,獨立套房,7,12,"1,300元/月",18000.0
185,台中市南屯區永春路,南屯區,正永春路8米大面寬店面出租可三照,85.0,0.0,0.0,0.0,店面,1,2,,68000.0
186,台中市南屯區東興東街,南屯區,五期裝潢三房＋車位,37.17,3.0,2.0,2.0,住宅,6,6,"$1,000元(已含租金內)",30000.0
187,台中市南屯區大進街,南屯區,✌️秒殺全新電梯近勤美✌️陽台獨洗✌️流理台,13.0,,,,住宅,3,5,1000,11999.0
188,台中市南屯區向上南路一段,南屯區,大地坪面寬雙店面,89.0,0.0,0.0,0.0,店面,1,2,無,120000.0
189,台中市南屯區保安十街,南屯區,整棟全新⭐台水電⭐室內機車⭐乾溼分離⭐可家庭⭐嶺東,12.5,,,,住宅,2,5,1000,14000.0
190,台中市南屯區向上路二段,南屯區,三房兩衛✅一層三戶✅稀有地段大空間✅全配,35.0,3.0,2.0,2.0,整層住家,4,12,"2,850元/月",27999.0
191,台中市南屯區大墩路,南屯區,✅電梯✅傢俱電全配✅台水電✅管理員✅廚房,40.0,3.0,2.0,2.0,整層住家,4,8,"2,850元/月",28000.0
192,台中市南屯區文山路,南屯區,生活機能便利❤採光超好❤有浴缸,15.0,1.0,1.0,1.0,整層住家,8,9,"1,000元/月",14500.0
193,台中市南屯區益昌六街8號,南屯區,『南屯』惠宇精裝三改二大空間平車超值美屋,50.2,2.0,2.0,2.0,整層住家,12,21,,45000.0
194,台中市南屯區向上路三段67號,南屯區,舒適套房~黎明商圈社區24H管理!,5.0,1.0,1.0,0.0,獨立套房,7,14,,7000.0
195,台中市南屯區保安十街,南屯區,嶺東精科全新❤️陽台獨洗乾濕分離❤️可報稅租補戶籍,10.0,1.0,1.0,,住宅,4,5,1001,9999.0
196,台中市南屯區文心路一段214號,南屯區,財屋近捷運文心森林公園2+1房,31.0,2.0,2.0,1.0,整層住家,7,22,"2,200元/月",21000.0
197,台中市南屯區嶺東南路,南屯區,質感大3房💖家具電全配💖全新完工,33.0,3.0,2.0,2.0,整層住家,3,13,"2,000元/月",29000.0
198,台中市南屯區嶺東南路,南屯區,全新裝潢大三房🔆傢俱電全配~含平面車位,33.0,3.0,2.0,1.0,整層住家,3,15,,29999.0
199,台中市南屯區南屯路二段235巷,南屯區,八期好市多永春國小旁全棟透店出租,80.0,5.0,3.0,3.0,住宅、辦公,1,4,無,38000.0
200,台中市南屯區保安五街17號,南屯區,💗租｜南屯嶺東｜2房2衛｜平面車位,16.0,2.0,2.0,2.0,整層住家,8,12,,26000.0
201,台中市南屯區東興路二段,南屯區,三改二大空間❤️兩間更衣室❤️可寵,25.0,2.0,1.0,2.0,整層住家,5,14,"1,525元/月",28000.0
202,台中市南屯區忠勇路,南屯區,電梯可貓百萬採光室內機車位可報稅,10.0,,,,車位,7,7,,13000.0
203,台中市南屯區保安十街,南屯區,近嶺東科大精科全新套房獨陽獨洗曬,10.0,1.0,1.0,0.0,獨立套房,2,5,無,11500.0
204,台中市南屯區東興西街9號,南屯區,南屯好市多商圈。兩房一廳,12.0,1.0,1.0,0.0,獨立套房,7,12,"1,300元/月",18000.0
205,台中市南屯區永春路,南屯區,正永春路8米大面寬店面出租可三照,85.0,0.0,0.0,0.0,店面,1,2,,68000.0
206,台中市南屯區東興東街,南屯區,五期裝潢三房＋車位,37.17,3.0,2.0,2.0,住宅,6,6,"$1,000元(已含租金內)",30000.0
207,台中市南屯區大進街,南屯區,✌️秒殺全新電梯近勤美✌️陽台獨洗✌️流理台,13.0,,,,住宅,3,5,1000,11999.0
208,台中市南屯區向上南路一段,南屯區,大地坪面寬雙店面,89.0,0.0,0.0,0.0,店面,1,2,無,120000.0
209,台中市南屯區保安十街,南屯區,整棟全新⭐台水電⭐室內機車⭐乾溼分離⭐可家庭⭐嶺東,12.5,,,,住宅,2,5,1000,14000.0
210,台中市南屯區向上路二段,南屯區,三房兩衛✅一層三戶✅稀有地段大空間✅全配,35.0,3.0,2.0,2.0,整層住家,4,12,"2,850元/月",27999.0
211,台中市南屯區大墩路,南屯區,✅電梯✅傢俱電全配✅台水電✅管理員✅廚房,40.0,3.0,2.0,2.0,整層住家,4,8,"2,850元/月",28000.0
212,台中市南屯區文山路,南屯區,生活機能便利❤採光超好❤有浴缸,15.0,1.0,1.0,1.0,整層住家,8,9,"1,000元/月",14500.0
213,台中市南屯區益昌六街8號,南屯區,『南屯』惠宇精裝三改二大空間平車超值美屋,50.2,2.0,2.0,2.0,整層住家,12,21,,45000.0
214,台中市南屯區向上路三段67號,南屯區,舒適套房~黎明商圈社區24H管理!,5.0,1.0,1.0,0.0,獨立套房,7,14,,7000.0
215,台中市南屯區保安十街,南屯區,嶺東精科全新❤️陽台獨洗乾濕分離❤️可報稅租補戶籍,10.0,1.0,1.0,,住宅,4,5,1001,9999.0
216,台中市南屯區文心路一段214號,南屯區,財屋近捷運文心森林公園2+1房,31.0,2.0,2.0,1.0,整層住家,7,22,"2,200元/月",21000.0
217,台中市南屯區嶺東南路,南屯區,質感大3房💖家具電全配💖全新完工,33.0,3.0,2.0,2.0,整層住家,3,13,"2,000元/月",29000.0
218,台中市南屯區嶺東南路,南屯區,全新裝潢大三房🔆傢俱電全配~含平面車位,33.0,3.0,2.0,1.0,整層住家,3,15,,29999.0
219,台中市南屯區南屯路二段235巷,南屯區,八期好市多永春國小旁全棟透店出租,80.0,5.0,3.0,3.0,住宅、辦公,1,4,無,38000.0
220,台中市南屯區保安五街17號,南屯區,💗租｜南屯嶺東｜2房2衛｜平面車位,16.0,2.0,2.0,2.0,整層住家,8,12,,26000.0
221,台中市南屯區東興路二段,南屯區,三改二大空間❤️兩間更衣室❤️可寵,25.0,2.0,1.0,2.0,整層住家,5,14,"1,525元/月",28000.0
222,台中市南屯區忠勇路,南屯區,電梯可貓百萬採光室內機車位可報稅,10.0,,,,車位,7,7,,13000.0
223,台中市南屯區保安十街,南屯區,近嶺東科大精科全新套房獨陽獨洗曬,10.0,1.0,1.0,0.0,獨立套房,2,5,無,11500.0
224,台中市南屯區東興西街9號,南屯區,南屯好市多商圈。兩房一廳,12.0,1.0,1.0,0.0,獨立套房,7,12,"1,300元/月",18000.0
225,台中市南屯區永春路,南屯區,正永春路8米大面寬店面出租可三照,85.0,0.0,0.0,0.0,店面,1,2,,68000.0
226,台中市南屯區東興東街,南屯區,五期裝潢三房＋車位,37.17,3.0,2.0,2.0,住宅,6,6,"$1,000元(已含租金內)",30000.0
227,台中市南屯區大進街,南屯區,✌️秒殺全新電梯近勤美✌️陽台獨洗✌️流理台,13.0,,,,住宅,3,5,1000,11999.0
228,台中市南屯區向上南路一段,南屯區,大地坪面寬雙店面,89.0,0.0,0.0,0.0,店面,1,2,無,120000.0
229,台中市南屯區保安十街,南屯區,整棟全新⭐台水電⭐室內機車⭐乾溼分離⭐可家庭⭐嶺東,12.5,,,,住宅,2,5,1000,14000.0
230,台中市南屯區向上路二段,南屯區,三房兩衛✅一層三戶✅稀有地段大空間✅全配,35.0,3.0,2.0,2.0,整層住家,4,12,"2,850元/月",27999.0
231,台中市南屯區大墩路,南屯區,✅電梯✅傢俱電全配✅台水電✅管理員✅廚房,40.0,3.0,2.0,2.0,整層住家,4,8,"2,850元/月",28000.0
232,台中市南屯區文山路,南屯區,生活機能便利❤採光超好❤有浴缸,15.0,1.0,1.0,1.0,整層住家,8,9,"1,000元/月",14500.0
233,台中市南屯區益昌六街8號,南屯區,『南屯』惠宇精裝三改二大空間平車超值美屋,50.2,2.0,2.0,2.0,整層住家,12,21,,45000.0
234,台中市南屯區向上路三段67號,南屯區,舒適套房~黎明商圈社區24H管理!,5.0,1.0,1.0,0.0,獨立套房,7,14,,7000.0
235,台中市南屯區保安十街,南屯區,嶺東精科全新❤️陽台獨洗乾濕分離❤️可報稅租補戶籍,10.0,1.0,1.0,,住宅,4,5,1001,9999.0
236,台中市南屯區文心路一段214號,南屯區,財屋近捷運文心森林公園2+1房,31.0,2.0,2.0,1.0,整層住家,7,22,"2,200元/月",21000.0
237,台中市南屯區嶺東南路,南屯區,質感大3房💖家具電全配💖全新完工,33.0,3.0,2.0,2.0,整層住家,3,13,"2,000元/月",29000.0
238,台中市南屯區嶺東南路,南屯區,全新裝潢大三房🔆傢俱電全配~含平面車位,33.0,3.0,2.0,1.0,整層住家,3,15,,29999.0
239,台中市南屯區南屯路二段235巷,南屯區,八期好市多永春國小旁全棟透店出租,80.0,5.0,3.0,3.0,住宅、辦公,1,4,無,38000.0
240,台中市南屯區保安五街17號,南屯區,💗租｜南屯嶺東｜2房2衛｜平面車位,16.0,2.0,2.0,2.0,整層住家,8,12,,26000.0
241,台中市南屯區東興路二段,南屯區,三改二大空間❤️兩間更衣室❤️可寵,25.0,2.0,1.0,2.0,整層住家,5,14,"1,525元/月",28000.0
242,台中市南屯區忠勇路,南屯區,電梯可貓百萬採光室內機車位可報稅,10.0,,,,車位,7,7,,13000.0
243,台中市南屯區保安十街,南屯區,近嶺東科大精科全新套房獨陽獨洗曬,10.0,1.0,1.0,0.0,獨立套房,2,5,無,11500.0
244,台中市南屯區東興西街9號,南屯區,南屯好市多商圈。兩房一廳,12.0,1.0,1.0,0.0,獨立套房,7,12,"1,300元/月",18000.0
245,台中市南屯區永春路,南屯區,正永春路8米大面寬店面出租可三照,85.0,0.0,0.0,0.0,店面,1,2,,68000.0
246,台中市南屯區東興東街,南屯區,五期裝潢三房＋車位,37.17,3.0,2.0,2.0,住宅,6,6,"$1,000元(已含租金內)",30000.0
247,台中市南屯區大進街,南屯區,✌️秒殺全新電梯近勤美✌️陽台獨洗✌️流理台,13.0,,,,住宅,3,5,1000,11999.0
248,台中市南屯區向上南路一段,南屯區,大地坪面寬雙店面,89.0,0.0,0.0,0.0,店面,1,2,無,120000.0
249,台中市南屯區保安十街,南屯區,整棟全新⭐台水電⭐室內機車⭐乾溼分離⭐可家庭⭐嶺東,12.5,,,,住宅,2,5,1000,14000.0
250,台中市南屯區向上路二段,南屯區,三房兩衛✅一層三戶✅稀有地段大空間✅全配,35.0,3.0,2.0,2.0,整層住家,4,12,"2,850元/月",27999.0
251,台中市南屯區大墩路,南屯區,✅電梯✅傢俱電全配✅台水電✅管理員✅廚房,40.0,3.0,2.0,2.0,整層住家,4,8,"2,850元/月",28000.0
252,台中市南屯區文山路,南屯區,生活機能便利❤採光超好❤有浴缸,15.0,1.0,1.0,1.0,整層住家,8,9,"1,000元/月",14500.0
253,台中市南屯區益昌六街8號,南屯區,『南屯』惠宇精裝三改二大空間平車超值美屋,50.2,2.0,2.0,2.0,整層住家,12,21,,45000.0
254,台中市南屯區向上路三段67號,南屯區,舒適套房~黎明商圈社區24H管理!,5.0,1.0,1.0,0.0,獨立套房,7,14,,7000.0
255,台中市南屯區保安十街,南屯區,嶺東精科全新❤️陽台獨洗乾濕分離❤️可報稅租補戶籍,10.0,1.0,1.0,,住宅,4,5,1001,9999.0
256,台中市南屯區文心路一段214號,南屯區,財屋近捷運文心森林公園2+1房,31.0,2.0,2.0,1.0,整層住家,7,22,"2,200元/月",21000.0
257,台中市南屯區嶺東南路,南屯區,質感大3房💖家具電全配💖全新完工,33.0,3.0,2.0,2.0,整層住家,3,13,"2,000元/月",29000.0
258,台中市南屯區嶺東南路,南屯區,全新裝潢大三房🔆傢俱電全配~含平面車位,33.0,3.0,2.0,1.0,整層住家,3,15,,29999.0
259,台中市南屯區南屯路二段235巷,南屯區,八期好市多永春國小旁全棟透店出租,80.0,5.0,3.0,3.0,住宅、辦公,1,4,無,38000.0
260,台中市南屯區保安五街17號,南屯區,💗租｜南屯嶺東｜2房2衛｜平面車位,16.0,2.0,2.0,2.0,整層住家,8,12,,26000.0
261,台中市南屯區東興路二段,南屯區,三改二大空間❤️兩間更衣室❤️可寵,25.0,2.0,1.0,2.0,整層住家,5,14,"1,525元/月",28000.0
262,台中市南屯區忠勇路,南屯區,電梯可貓百萬採光室內機車位可報稅,10.0,,,,車位,7,7,,13000.0
263,台中市南屯區保安十街,南屯區,近嶺東科大精科全新套房獨陽獨洗曬,10.0,1.0,1.0,0.0,獨立套房,2,5,無,11500.0
264,台中市南屯區東興西街9號,南屯區,南屯好市多商圈。兩房一廳,12.0,1.0,1.0,0.0,獨立套房,7,12,"1,300元/月",18000.0
265,台中市南屯區永春路,南屯區,正永春路8米大面寬店面出租可三照,85.0,0.0,0.0,0.0,店面,1,2,,68000.0
266,台中市南屯區東興東街,南屯區,五期裝潢三房＋車位,37.17,3.0,2.0,2.0,住宅,6,6,"$1,000元(已含租金內)",30000.0
267,台中市南屯區大進街,南屯區,✌️秒殺全新電梯近勤美✌️陽台獨洗✌️流理台,13.0,,,,住宅,3,5,1000,11999.0
268,台中市南屯區向上南路一段,南屯區,大地坪面寬雙店面,89.0,0.0,0.0,0.0,店面,1,2,無,120000.0
269,台中市南屯區保安十街,南屯區,整棟全新⭐台水電⭐室內機車⭐乾溼分離⭐可家庭⭐嶺東,12.5,,,,住宅,2,5,1000,14000.0
270,台中市南屯區向上路二段,南屯區,三房兩衛✅一層三戶✅稀有地段大空間✅全配,35.0,3.0,2.0,2.0,整層住家,4,12,"2,850元/月",27999.0
271,台中市南屯區大墩路,南屯區,✅電梯✅傢俱電全配✅台水電✅管理員✅廚房,40.0,3.0,2.0,2.0,整層住家,4,8,"2,850元/月",28000.0
272,台中市南屯區文山路,南屯區,生活機能便利❤採光超好❤有浴缸,15.0,1.0,1.0,1.0,整層住家,8,9,"1,000元/月",14500.0
273,台中市南屯區益昌六街8號,南屯區,『南屯』惠宇精裝三改二大空間平車超值美屋,50.2,2.0,2.0,2.0,整層住家,12,21,,45000.0
274,台中市南屯區向上路三段67號,南屯區,舒適套房~黎明商圈社區24H管理!,5.0,1.0,1.0,0.0,獨立套房,7,14,,7000.0
275,台中市南屯區保安十街,南屯區,嶺東精科全新❤️陽台獨洗乾濕分離❤️可報稅租補戶籍,10.0,1.0,1.0,,住宅,4,5,1001,9999.0
276,台中市南屯區文心路一段214號,南屯區,財屋近捷運文心森林公園2+1房,31.0,2.0,2.0,1.0,整層住家,7,22,"2,200元/月",21000.0
277,台中市南屯區嶺東南路,南屯區,質感大3房💖家具電全配💖全新完工,33.0,3.0,2.0,2.0,整層住家,3,13,"2,000元/月",29000.0
278,台中市南屯區嶺東南路,南屯區,全新裝潢大三房🔆傢俱電全配~含平面車位,33.0,3.0,2.0,1.0,整層住家,3,15,,29999.0
279,台中市南屯區南屯路二段235巷,南屯區,八期好市多永春國小旁全棟透店出租,80.0,5.0,3.0,3.0,住宅、辦公,1,4,無,38000.0
280,台中市南屯區保安五街17號,南屯區,💗租｜南屯嶺東｜2房2衛｜平面車位,16.0,2.0,2.0,2.0,整層住家,8,12,,26000.0
281,台中市南屯區東興路二段,南屯區,三改二大空間❤️兩間更衣室❤️可寵,25.0,2.0,1.0,2.0,整層住家,5,14,"1,525元/月",28000.0
282,台中市南屯區忠勇路,南屯區,電梯可貓百萬採光室內機車位可報稅,10.0,,,,車位,7,7,,13000.0
283,台中市南屯區保安十街,南屯區,近嶺東科大精科全新套房獨陽獨洗曬,10.0,1.0,1.0,0.0,獨立套房,2,5,無,11500.0
284,台中市南屯區東興西街9號,南屯區,南屯好市多商圈。兩房一廳,12.0,1.0,1.0,0.0,獨立套房,7,12,"1,300元/月",18000.0
285,台中市南屯區永春路,南屯區,正永春路8米大面寬店面出租可三照,85.0,0.0,0.0,0.0,店面,1,2,,68000.0
286,台中市南屯區東興東街,南屯區,五期裝潢三房＋車位,37.17,3.0,2.0,2.0,住宅,6,6,"$1,000元(已含租金內)",30000.0
287,台中市南屯區大進街,南屯區,✌️秒殺全新電梯近勤美✌️陽台獨洗✌️流理台,13.0,,,,住宅,3,5,1000,11999.0
288,台中市南屯區向上南路一段,南屯區,大地坪面寬雙店面,89.0,0.0,0.0,0.0,店面,1,2,無,120000.0
289,台中市南屯區保安十街,南屯區,整棟全新⭐台水電⭐室內機車⭐乾溼分離⭐可家庭⭐嶺東,12.5,,,,住宅,2,5,1000,14000.0
290,台中市南屯區向上路二段,南屯區,三房兩衛✅一層三戶✅稀有地段大空間✅全配,35.0,3.0,2.0,2.0,整層住家,4,12,"2,850元/月",27999.0
291,台中市南屯區大墩路,南屯區,✅電梯✅傢俱電全配✅台水電✅管理員✅廚房,40.0,3.0,2.0,2.0,整層住家,4,8,"2,850元/月",28000.0
292,台中市南屯區文山路,南屯區,生活機能便利❤採光超好❤有浴缸,15.0,1.0,1.0,1.0,整層住家,8,9,"1,000元/月",14500.0
293,台中市南屯區益昌六街8號,南屯區,『南屯』惠宇精裝三改二大空間平車超值美屋,50.2,2.0,2.0,2.0,整層住家,12,21,,45000.0
294,台中市南屯區向上路三段67號,南屯區,舒適套房~黎明商圈社區24H管理!,5.0,1.0,1.0,0.0,獨立套房,7,14,,7000.0
295,台中市南屯區保安十街,南屯區,嶺東精科全新❤️陽台獨洗乾濕分離❤️可報稅租補戶籍,10.0,1.0,1.0,,住宅,4,5,1001,9999.0
296,台中市南屯區文心路一段214號,南屯區,財屋近捷運文心森林公園2+1房,31.0,2.0,2.0,1.0,整層住家,7,22,"2,200元/月",21000.0
297,台中市南屯區嶺東南路,南屯區,質感大3房💖家具電全配💖全新完工,33.0,3.0,2.0,2.0,整層住家,3,13,"2,000元/月",29000.0
298,台中市南屯區嶺東南路,南屯區,全新裝潢大三房🔆傢俱電全配~含平面車位,33.0,3.0,2.0,1.0,整層住家,3,15,,29999.0
299,台中市南屯區南屯路二段235巷,南屯區,八期好市多永春國小旁全棟透店出租,80.0,5.0,3.0,3.0,住宅、辦公,1,4,無,38000.0
300,台中市南屯區保安五街17號,南屯區,💗租｜南屯嶺東｜2房2衛｜平面車位,16.0,2.0,2.0,2.0,整層住家,8,12,,26000.0
301,台中市南屯區東興路二段,南屯區,三改二大空間❤️兩間更衣室❤️可寵,25.0,2.0,1.0,2.0,整層住家,5,14,"1,525元/月",28000.0
302,台中市南屯區忠勇路,南屯區,電梯可貓百萬採光室內機車位可報稅,10.0,,,,車位,7,7,,13000.0
303,台中市南屯區保安十街,南屯區,近嶺東科大精科全新套房獨陽獨洗曬,10.0,1.0,1.0,0.0,獨立套房,2,5,無,11500.0
304,台中市南屯區東興西街9號,南屯區,南屯好市多商圈。兩房一廳,12.0,1.0,1.0,0.0,獨立套房,7,12,"1,300元/月",18000.0
305,台中市南屯區永春路,南屯區,正永春路8米大面寬店面出租可三照,85.0,0.0,0.0,0.0,店面,1,2,,68000.0
306,台中市南屯區東興東街,南屯區,五期裝潢三房＋車位,37.17,3.0,2.0,2.0,住宅,6,6,"$1,000元(已含租金內)",30000.0
307,台中市南屯區大進街,南屯區,✌️秒殺全新電梯近勤美✌️陽台獨洗✌️流理台,13.0,,,,住宅,3,5,1000,11999.0
308,台中市南屯區向上南路一段,南屯區,大地坪面寬雙店面,89.0,0.0,0.0,0.0,店面,1,2,無,120000.0
309,台中市南屯區保安十街,南屯區,整棟全新⭐台水電⭐室內機車⭐乾溼分離⭐可家庭⭐嶺東,12.5,,,,住宅,2,5,1000,14000.0
310,台中市南屯區向上路二段,南屯區,三房兩衛✅一層三戶✅稀有地段大空間✅全配,35.0,3.0,2.0,2.0,整層住家,4,12,"2,850元/月",27999.0
